;marca;preco
307;"Notebook Lenovo V14 I5-1135g7 16gb 256gb Ssd W11 Pro Mx 350 2gb 14"" Fhd 82nm0015br Preto";R$ 4.047,12
308;Notebook Multi Ultra Tela 14 Polegadas, Intel Pentium 2.6ghz, 4GB RAM, 120GB SSD, Windows 10 Preto;R$ 1.699,00
309;"Notebook Positivo Motion 14"" HD, Intel I3-7020U, 1TB, 4GB, Linux, Cinza Escuro";R$ 2.447,11
310;Notebook HP, Intel Core I5, 8GB, 256GB SSD, 15,6 Polegadas HD Windows 11;R$ 4.489,00
311;Notebook HP, Hpcm 250 G8 I5-1035g1, 8GB, 256GB, W10p - 3g5a2la#ak4;R$ 4.273,00
312;Notebook Gamer Acer Intel Core I7, 16GB RAM, SSD 512GB, 17.3 Polegada Full HD, Windows 11 home;R$ 7.760,49
313;Notebook Acer Aspire 5 Intel Core I5-10210u, 8GB RAM, SSD 512 Nvme, 15.6 polegadas Full HD IPS, Intel UHD Graphics, Windows 11, Prata - A515-54-58z4;R$ 3.861,00
314;Notebook Gamer Dell Alienware M15 R6 I1100, Intel Core I7, 32GB RAM, SSD 1TB, 15.6 Full HD 165hz, RTX3070, Windows 11;R$ 17.441,99
315;Notebook Samsung  I7 1165g7, 16gb, Ssd 500gb, Intel Graphics Xe, Full Hd, Windows 11  Np550xda;R$ 6.544,99
316;Notebook Gamer Acer An515 - Tela 15.6 Ips Full Hd, I5 10300h, 16gb, Ssd 512gb, Gtx 1650, Windows 11;R$ 7.513,99
317;Notebook Samsung  I7 1165g7, 32gb, Ssd 1tb, Intel Graphics Xe, Full Hd, Windows 11 Np550xda;R$ 7.641,49
318;Notebook Samsung  I7 1165g7, 16gb, Ssd 256gb, Intel Graphics Xe, Full Hd, Windows 11  Np550xda;R$ 6.187,99
319;"Notebook Lenovo S145, Tela 15.6"", Ryzen 5, 8GB, SSD 256GB, Radeon RX Vega 8, Windows 10 - 81v70008br";R$ 3.999,00
320;"Notebook Lenovo Ideapad Gaming 3 R7-5800h, 8GB RAM, 256GB SSD Pcie, Gtx 1650 4GB, Tela 15.6"" FHD, Win 11 - 82mj0001br";R$ 4.999,00
321;HP Zbook Fury  G9, Intel 12ª Geração I9-12950HX, 64GB RAM, RTX A4500, SSD 4TB NVME, Tela 16 Polegadas FHD, Windows 11 PRO, Silver;R$ 51.500,00
322;Notebook Lenovo 300E Gen 2, Celeron, 4GB RAM, 64GB, 11.6 LED HD, Windows 10 Pro, Multitouch - 81M9S02H00;R$ 2.999,90
323;"Notebook Acer Aspire 5 10210U, 4GB, 256GB SSD, 15.6"", Windows 10, Prata - A515-54-579S";R$ 3.999,00
324;Notebook Positivo Motion C41tei, Intel Celeron Dual-core, Linux, 14'' - Dourado;R$ 2.199,00
325;Notebook Gamer Acer Nitro 5 An517-54-79wa Intel Core I7 Linux Gutta 8GB 512GB SSD Gtx 1650 17.3 Polegadas  FHD;R$ 6.299,00
326;Notebook Dell Intel I5 1135G7, Memória RAM 16GB, SSD 500GB, Tela 15.6'' Full Hd, Windows 11, Intel Iris Xe - I15-i1100;R$ 5.941,49
327;Notebook Acer Aspire 5 A514-54-324N Intel Core I3  11ª Gen Linux Gutta 4GB 256GB SDD 14 Polegadas Full HD;R$ 2.564,05
328;Notebook Samsung Galaxy Book S, Intel Core I5, Memória RAM 8GB, SSD 256GB, 13.3'' Full HD LED, Intel UHD Graphics, Windows 11 Home, Earthy Gold;R$ 6.311,49
329;Notebook Acer Swift 3, Intel Core i5, 8GB, 1TB SSD, Tela 14 Full HD, Windows 11 - SF314-511-561N;R$ 5.199,00
330;Notebook Lenovo Ultrafino Ideapad 3i, I5-1135G7, 8GB, SSD 256GB, Intel Iris, Tela 15.6, Windows 11, Prata - 82md0007br;R$ 3.398,90
331;Notebook Gamer Acer Nitro 5 AMD Ryzen 7, RAM 8GB, SSD 512GB, RTX 3050,  Windows 11 Home, 15.6 Polegadas, Preto;R$ 6.999,00
332;Notebook Samsung Book E35, Intel I3 1115g4, 4GB RAM, 1TB, Tela 15.6 Full HD, Windows 10, Cinza - Np550xda-kt1br;R$ 3.999,90
333;Notebook Acer A315-56-3478, I3, 4GB, 256GB, Tela 15.6, Windows 11 - NX.HV1AL.00M;R$ 2.718,90
334;Notebook X513ea-ej3010w Intel Core I7 8gb 256 Gb Ssd Tela 15.6 Fhd Windows 11 Asus;R$ 4.691,00
335;Notebook Positivo Motion Gray C4500f Intel® Celeron® Dual-core™ Windows 11 Home 14.1 Polegadas - Cinza;R$ 2.399,00
336;"Notebook Positivo Motion Grey 14.1"", HD Celeron, N4020, 128GB, 4GB, Linux, Q464c";R$ 1.459,80
337;Asus Zenbook Space Edition · Intel 12ª Geração I9-12900h Iris Xe Tela 14Polegadas Oled SSD 4TB Nvme RAM 32GB;R$ 27.300,00
338;Notebook Samsung Book 15.6 Fhd Intel I3-1115g4 256gb Ssd 4gb Linux - Np550xdz-kv6br;R$ 3.051,00
339;Notebook Legacy Cloud Win10 Home Intel Quad 4GB 64GB 14,1 Pol. HD Cinza + Microsoft 365 Personal Com 1TB Na Nuvem - Pc137;R$ 1.303,00
340;Notebook Asus Vivobook 15 Intel Core I7, 8GB, SSD 256GB, Tela 15.6 Full HD LED, Linux, Preto;R$ 6.229,00
341;"Tela  17.3""  Slim  Fhd  N173hhe-g32 -  40  Pinos  Marca Fti";R$ 1.109,99
342;"Notebook Acer Aspire 5, Intel Core I5 - 1035G1, 4GB RAM, 256GB SSD, Windows 10, Tela 14""  - A514-53-5239";R$ 4.161,00
343;Notebook Gamer Acer Predator Ph315, I7 11800h, 64GB RAM, Geforce Rtx 3070, SSD 2TB, Tela 15.6 Full HD, Windows 11;R$ 17.084,99
344;Notebook Samsung Np550xda-ks1br, Intel I7 1165G7, 16GB, SSD 256GB, Full HD (1920x1080), Intel Iris Xe, Windows;R$ 6.187,99
345;Workstation Lenovo P15 Thinkpad  I7 10750h 16gb 512gb Nvidia Quadro T1000 4gb 15.6 Fhd 300 Nits;R$ 11.999,00
346;"Notebook Samsung Galaxy Book2 360 Intel Core I5-1235u, Windows 11 Home, 16GB, 1TB SSD, 13.3"" Full HD - Grafite";R$ 9.391,99
347;"Notebook Samsung Book Intel 1.8GHz, 4GB, 128GB SSD, Tela 15.6"" FHD, Windows 10 Pro, NP550XDA-KO7";R$ 2.945,00
348;Notebook Lenovo Ultrafino Ideapad S145, Dual Core N4000, Memória 4GB, SSD 240GB, Windows 10;R$ 2.899,00
349;Notebook Asus Vivobook Pro 15, Core I5 11300H, 8GB, SSD 512GB, Tela 15.6 Full HD, NVIDIA GTX 1650 Max, Windows 11, Prata Metálico - K3500PH-KJ378W;R$ 9.829,90
350;Notebook Asus Intel Celeron Dual Core N4020, 4GB RAM, 128GB, Tela 15.6, Windows 11 Pro, Rose Gold - E510MA-BR703X;R$ 2.499,99
351;"Notebook Positivo Q464C Motion, Intel Atom Quad-Core 1.9GHz, 4GB RAM, 64GB SSD + 64GB em Nuvem, Tela 14.1"" LED, Windows 10 Home, Cinza";R$ 1.599,90
352;Notebook Acer Aspire 5 A514-54g-59ru, Intel Core I5, 11 Gen, Windows 11, Home Mx350 8GB 512GB SSD 14 Polegadas;R$ 5.499,00
353;MSI Ge67 Raider, Intel 12ª Geração I9-12900HX, 64GB RAM, RTX 3080TI, SSD 4TB NVME, Tela 15 Polegadas QHD 3K Oled, Windows 11 PRO, Black;R$ 46.600,00
354;"Notebook Dell Inspiron 15 3000, Intel Core I3, 10ª Geração, 8GB DDR4, 256GB SSD, 15.6"", Windows 10";R$ 3.499,00
355;HP Envy 15 X360 · Intel 12ª Geração I7-1255u Iris Xe Tela 15Polegadas Full HD SSD 512GB Nvme RAM 16GB;R$ 11.800,00
356;Notebook Asus Zenbook Intel Core i7-1260P, 16GB RAM, SSD 1TB, 14 2K QHD OLED, Windows 11, Azul Escuro - UX3402ZA-KM532W;R$ 9.399,99
357;Notebook Acer ASPIRE 3, Intel Celeron N4000, 4GB RAM, 1TB HD, 15.6'', Endless OS - A315-34-C6ZS;R$ 2.259,00
358;Notebook Lenovo Ultrafino IdeaPad 3i Intel Core i5-10210U, 8GB, SSD 256GB, Windows 11, 15.6, Prata - 82BS000GBR;R$ 4.299,99
359;"Notebook Lenovo V15, Intel Core i5-1135g7, 16GB RAM, SSD 256GB, 15.6"", Nvidia GeForce Mx350 2GB GDDR5, Windows 11 Pro - 82ME000QBR";R$ 4.679,10
360;Notebook Asus Zenbook DUO EVO Intel Core I7 1195G7, 16GB RAM, 512GB, 14 Touch, Windows 11 Home, Azul Celestial - UX482EAR-HY438W;R$ 10.899,99
361;Notebook Gamer Acer Nitro 5 An515-55-59t4 Intel Core I5-10300h 8gb 512gb Tela De 15,6 Polegadas Windows 11 Home 64-bits;R$ 7.999,00
362;Notebook Vivobook Celeron Windows 10 4gb/500gb 15,6 Polegadas Asus;R$ 2.573,97
363;Notebook Gamer Msi Gs66, Intel 12ª Geração I9-12900h, 32GB, RTX 3070 TI, SSD 1TB NVME, 15 Pol. FHD, Windows 10 Home, Black;R$ 27.900,00
364;Notebook Lenovo V15 Iml I3-10110u 4GB 256 Ssd Windows 11 Pro 82nq000qbr Cinza;R$ 3.499,00
365;Note Sam Np550xda-kf6br Ci5;R$ 8.855,99
366;Notebook Intel Core I5, Tela 15.6” Full HD Ips, 4GB, 120 SSD E Windows 10 - Everex;R$ 3.059,11
367;Asus Zephyrus 16  Intel 12ª Geração I9-12900h Rtx 3080ti Tela 16Polegadas Wqxga SSD 4TB Nvme RAM 32GB;R$ 39.200,00
368;Ultrabook Hp Spectre 16 Intel 12ª Geração I7-12700h, 16GB RAM, Iris Xe, SSD 4TB Nvme, Tela 16 Polegadas UHD 3K, Windows 11, Black;R$ 17.200,00
369;Msi Ge67 Raider Intel 12ª Geração I7-12800hx Rtx 3070ti Tela 15Polegadas QHD 3k Oled SSD 1TB Nvme RAM 32GB;R$ 24.600,00
370;Msi Summit 16 Flip, Intel 12ª Geração, I7-1260p, Rtx 3050 Ti, Tela 16 Polegadas, QHD Ssd 2TB, Nvme Ram 32GB;R$ 26.900,00
371;Msi Summit 14 Flip, Intel 12ª Geração, I7-1260p, Iris Xe Tela 14 Polegadas, QHD, Ssd 4TB, Nvme Ram 32GB;R$ 24.000,00
372;HP Zbook Power G9  Intel 12ª Geração I7-12700h Rtx A2000 Tela 15Polegadas Full HD SSD 2TB Nvme RAM 32GB;R$ 34.800,00
373;Ultrabook Samsung Galaxy Book2 360 · Intel 12a Geração I7-1255u, 16GB, SSD 1TB NVME, Iris Xe, Tela 13 Polegadas, Windows 11 home, Graphite;R$ 10.700,00
374;Notebooks Razer Blade 15,  Intel 12ª Geração, I9-12900h, Rtx 3070ti, Tela 15 Polegadas, QHD, Ssd 1TB, Nvme Ram 16GB;R$ 36.400,00
375;Notebook Asus Zenbook Duo 14  Intel 12ª Geração I9-12900hk, 32GB RAM, SSD 4TB, 14 Polegadas OLED 3K, RTX 3050ti, Windows 11 Home, Black;R$ 31.500,00
376;Notebook Gamer Msi Gs66 Intel 12ª Geração I9-12900h, 32GB RAM, RTX 3070ti, SSD 2TB Nvme, Tela 15 Polegadas FHD, Windows 11 Home, Black;R$ 29.500,00
377;Notebook Vaio Fe14 Intel® Core™ I3-10110u Windows 11 Home;R$ 3.099,90
378;Asus Zephyrus Duo 16  AMD 6ª Geração Ryzen·9 6900hx Rtx 3070ti Tela 16Polegadas QHD 3k SSD 2TB Nvme RAM 32GB;R$ 41.400,00
379;Ultrabook Samsung Galaxy Book2 360 · Intel 12ª Geração I7-1255u, 16GB, SSD 2TB Nvme, Iris Xe, Tela 13 Polegadas, Windows 11 home, Graphite;R$ 11.500,00
380;Notebook HP Zbook Studio G9 · Intel 12a Geração I7-12800h, 64GB, SSD 4TB Nvme, RTX A2000, Tela 15 Polegadas UHD 4K, Windows 11 pro, Silver;R$ 39.600,00
381;Ultrabook Samsung Galaxy Book2 360 · Intel 12a Geração I7-1255u, 16GB, SSD 1TB NVME, Iris Xe, Tela 13 Polegadas, Windows 11 home, Graphite;R$ 10.700,00
382;Notebook Gamer Msi Stealth 15m  Intel 12ª Geração I7-1260p, 16GB RAM, RTX 3060, SSD 512GB Nvme, Tela 15 Polegadas FHD, Windows 10 Home, Black;R$ 17.100,00
383;Asus Zenbook Duo 14  Intel 12ª Geração I9-12900hk Rtx 3050ti Tela 14Polegadas Oled 3k SSD 2TB Nvme RAM 32GB;R$ 29.400,00
384;Notebook Asus Zenbook Pro 15 Flip, Intel 12a Geração I7-12700h, 16GB RAM, SSD 2TB Nvme, Tela 15 Polegadas Oled 3K, Arc A370m, Windows 10, Gray;R$ 17.700,00
385;Notebook Tectoy 14” 128GB SSD 4GB RAM Windows 11;R$ 1.699,90
386;"Notebook Dell, Intel Core i3 1115g4, 4GB RAM, SSD 128GB, Tela 15.6"" Full HD, Windows 11 - I15-i1100";R$ 3.884,49
387;Notebook Gamer Lenovo Ideapad Gaming 3i - Intel I5, 16GB RAM, RTX 3050, SSD 512GB, 15.6 Polegadas Full HD, Linux, Shadow Black - 82mgs00300;R$ 7.275,99
388;HP Zbook Studio G9 Intel 12ª Geração I7-12800h Rtx A1000 Tela 15Polegadas UHD 4k SSD 4TB Nvme RAM 64GB;R$ 37.500,00
389;HP Zbook Power G9 · Intel 12ª Geração I7-12700h Rtx A2000 Tela 15Polegadas FHD SSD 512GB Nvme RAM 32GB;R$ 33.200,00
390;Notebook Gamer Msi Gs66 Intel 12ª Geração I9-12900h, 32GB RAM, RTX 3070ti, SSD 2TB Nvme, Tela 15 Polegadas FHD, Windows 11 Home, Black;R$ 29.500,00
391;Notebooks Razer Blade 15,  Intel 12ª Geração, I9-12900h, Rtx 3070ti, Tela 15 Polegadas, QHD, Ssd 1TB, Nvme Ram 16GB;R$ 36.400,00
392;Ultrabook Hp Spectre 16 Intel 12ª Geração I7-12700h, 16GB RAM, Iris Xe, SSD 4TB Nvme, Tela 16 Polegadas UHD 3K, Windows 11, Black;R$ 17.200,00
393;Msi Ge67 Raider Intel 12ª Geração I7-12800hx Rtx 3070ti Tela 15Polegadas QHD 3k Oled SSD 1TB Nvme RAM 32GB;R$ 24.600,00
394;Notebook Asus Zenbook Duo 14  Intel 12ª Geração I9-12900hk, 32GB RAM, SSD 4TB, 14 Polegadas OLED 3K, RTX 3050ti, Windows 11 Home, Black;R$ 31.500,00
395;HP Zbook Power G9  Intel 12ª Geração I7-12700h Rtx A2000 Tela 15Polegadas Full HD SSD 2TB Nvme RAM 32GB;R$ 34.800,00
396;Msi Summit 14 Flip, Intel 12ª Geração, I7-1260p, Iris Xe Tela 14 Polegadas, QHD, Ssd 4TB, Nvme Ram 32GB;R$ 24.000,00
397;Asus Zephyrus 16  Intel 12ª Geração I9-12900h Rtx 3080ti Tela 16Polegadas Wqxga SSD 4TB Nvme RAM 32GB;R$ 39.200,00
398;Msi Summit 16 Flip, Intel 12ª Geração, I7-1260p, Rtx 3050 Ti, Tela 16 Polegadas, QHD Ssd 2TB, Nvme Ram 32GB;R$ 26.900,00
399;Msi Ge66  Intel 12ª Geração I9-12900hk Rtx 3080ti Tela 15Polegadas UHD 4k SSD 1TB Nvme RAM 32GB;R$ 43.900,00
400;Asus Zenbook Q529 Intel 12ª Geração I7-12700h Iris Xe Tela 15Polegadas UHD 3k SSD 512GB Nvme RAM 16GB;R$ 13.900,00
401;HP Zbook Fury  G9  Intel 12ª Geração I9-12950hx Rtx A4000 Tela 16Polegadas Full HD SSD 4TB Nvme RAM 64GB;R$ 57.900,00
402;Notebook Asus Zenbook Pro 15 Flip Intel 12ª Geração I7-12700h, RAM 16GB, SSD 1TB, 15 Polegadas Oled 3K, ARC A370m, Windows 10 Home, Gray;R$ 16.100,00
403;Notebook Asus Zenbook Duo 14 Intel 12a Geração I9-12900hk, 32GB RAM, SSD 1TB Nvme, Tela 14 Polegadas Oled 3K, RTX 3050ti, Windows 11, Black;R$ 27.800,00
404;Notebook Acer Swift3 Ultrafino Intel Core I5, RAM 8GB, SSD 512GB, 14 Polegadas Oled - Windows 11 Home;R$ 7.999,00
405;Notebook Acer Aspire 3 Intel Core I3 11ª Gen, RAM 4GB, SSD 512GB, 15.6 Polegadas Full HD - Windows 11 Home;R$ 3.899,00
406;Notebook Dell I15-i1100, Intel I3 1115g4, RAM 8GB, SSD 500GB, Tela 15.6 Full HD, Windows 11;R$ 4.946,99
407;Notebook Acer Swift 3 AMD Ryzen 7, 16GB, SSD 512GB, Tela 14 Full HD, Windows 11 Home - Sf314-44-r5hj;R$ 8.299,00
408;Notebook Lenovo Ideapad 3i Intel I3 1115g4, 4GB RAM, SSD 128GB, 15.6 Polegadas Full HD, Linux, Prata -  82mds00600;R$ 3.034,49
409;"Notebook Dell Inspiron i15-5570-B40C, Intel Core I7, 8GB, 2TB, LED 15.6"" Full HD, Radeon 4GB, Windows 10";R$ 4.959,00
410;Notebook Acer Swift 3 Sf314-512t-54mj I5 12ª Gen Windows 11 Home 8GB 512GB SSD 14Polegadas FHD Touchscreen;R$ 6.999,00
411;Notebook Lenovo Thinkpad E14 Gen 3 Ryzen 7, RAM 16GB, SSD 512GB, 14 Polegadas Full HD - Windows 10 Pro;R$ 5.559,00
412;Notebook Acer Swift Ultrafino Intel Evo I5, RAM 8GB, SSD 512, 14 Polegadas Full HD - Windows 10 Home;R$ 6.899,00
413;"Notebook Hp Victus 15,  Intel 12ª Geração I7-12700h, Rtx 3050ti, RAM 16GB, SSD 512GB NVME, Tela 15"" Polegadas FHD";R$ 11.800,00
414;HP Envy 17  Intel 12ª Geração I7-1260p Iris Xe Tela 17Polegadas Full HD SSD 4TB Nvme RAM 64GB;R$ 19.400,00
415;Ultrabook Samsung Galaxy Pro 360  Intel 12ª Geração I7-1260p, 16GB RAM, Iris Xe, SSD 2TB Nvme, Tela 15 Polegadas Amoled, Windows 10 Home, Silver;R$ 20.400,00
416;Notebook Vaio Fe15, Intel Core I3-10110u, Windows 11 Home, Chumbo Escuro;R$ 4.954,90
417;Notebook Asus Zephyrus G15 AMD 6a Geração Ryzen·9 6900hs, 16GB RAM, SSD 2TB Nvme, Tela 15 Polegadas QHD, RTX 3060, Windows 11, Black;R$ 22.200,00
418;Notebook Acer Aspire 3 Intel Core I5, RAM 8GB, SSD 256GB, 15.6 Polegadas Full HD - Windows 11 Pro + Brinde Office 365;R$ 4.077,00
419;"Notebook Asus VivoBook Intel Celeron Dual-Core, 4GB, 500GB, 15.6"" LED, Windows 10 - X543NA-GQ342T";R$ 2.499,00
420;Notebook HP 256G8, Core I3-1005G1, 4GB RAM, SSD 128GB, 15.6 HD LED, Windows 11 Home;R$ 3.810,00
421;Notebook Lenovo V14 AMD R5 5625u, 8GB RAM, 256GB SSD, Windows 11 Pro, Tela 14 FHD - 82un000GBr;R$ 4.047,12
422;Notebook Positivo Motion C41tei, Tela De 14.1'' Linux, 4gb Ram, Cinza;R$ 2.199,00
423;Notebook Lenovo I5-10210u 8gb 256gb Mx330 2gb Windows 11;R$ 4.273,10
424;Notebook Positivo Motion Gray C4500g-15  Intel® Celeron® Dual Core Windows 11 Home 15.6'' - Cinza;R$ 2.299,00
425;Dockstation Lenovo TP Pro Dock ,3x USB 3.1, 2x USB 2.0, 1x USB-C, 2x DP 1.4, Lan Gigabit, Porta Áudio, Bivolt, Preto - 40ah0135br;R$ 1.709,10
426;Notebook Lenovo V15 I5-1235u, 8GB RAM, 256GB SSD, Windows 11 Pro, Tela 15 FHD, Preto - 82um0000br;R$ 5.039,10
427;Notebook Acer Vero I5-1155G7, 8GB, SSD 512GB, Tela 15.6, Windows 11 Home, Sustentável PCR Reciclado - Av15-51-58zm;R$ 4.036,55
428;Notebook Lenovo Ideapad 3i Intel Celeron N4020, Memoria 4GB, HD 500GB Tela 15,6 Polegadas, HD Sistema Linux;R$ 2.263,00
429;Notebook Acer A315, Intel Core I5-1035G1, 4GB RAM, SSD 256GB, 15.6 LED HD, Endless;R$ 3.450,00
430;Notebook Gamer Predator Triton 300 Se, I7 12ª Geração, 32GB, RTX 3070 TI, SSD 1TB, Windows 11 Home - Pt316-51s-737e;R$ 18.999,00
431;Notebook Lenovo V15 G2 Itl, Core I7-1165g7, 256GB, Tela 15.6 Full HD, Tela 15.6 Full HD, Windows 11 Pro;R$ 6.199,00
432;Notebook Dell Inspiron 3511 Core I3 1115g4, Memória 4GB, SSD 128GB, Tela 15,6 Polegadas, Led HD Windows 11 Home;R$ 3.263,00
433;Notebook Dell Vostro 5510 Core I7-11390h, Memoria 16GB, SSD 512GB, Mx 450 2GB Full HD 15.6 Polegadas Windows 11 Pro Outlet;R$ 6.069,00
434;Notebook Dell Vostro 3510 I5-1135g7, Memória 8GB, SSD 256GB, Tela Full HD 15,6 Polegadas Windows 11 Home Outlet;R$ 4.703,00
435;Notebook Dell Latitude Intel Core I7, RAM 16GB DDR4, Iris XE, SSD 256GB,  14 Polegadas LED, Full HD - Windows 10/11 Pro;R$ 10.499,00
436;Notebook Gamer Acer An515-45-r0m5 - Ryzen 7, 32GB, SSD 2TB, Tela 15.6 Polegadas Ips 144hz, Rtx 3050, Win 11;R$ 10.905,49
437;HP Spectre 16  Intel 12ª Geração I7-1260p Arc A370m Tela 16Polegadas UHD 4k SSD 1TB Nvme RAM 16GB;R$ 14.800,00
438;Notebook Samsung Book, Intel Core I5-1135G7, Memória RAM 8GB, SSD 256GB, 15.6'' Full HD LED, Windows 11 Home, Branco;R$ 3.633,57
439;"""USADO:Notebook Acer Aspire 3 A514-53-339s,Prata,Intel Core I3,1005g1 - RAM 8GB, SSD 512GB,Tela 14 Polegadas,Windows 10 Recer ouro""";R$ 3.079,00
440;USADO: Notebook Acer Aspire 5 A515-54-58z4, Intel Core I5-10210u, RSM 8GB, SSD 512GB, Tela 15.6Polegadas, Windows 10, Prata - Ouro Recer;R$ 3.849,00
441;Notebook Lenovo Thinkpad E14 I5-1135g7 8GB 256GB SSD Windows 11 Pro 20TB002MBo Preto;R$ 6.599,00
442;Notebook Lenovo Ideapad Gaming 3i I7-11370h, 8GB, 512GB SSD, RTX 3050 4GB, Tela 15.6 FHD Wva, Linux - 82mgs00500;R$ 5.543,12
443;Notebook Asus Zenbook Intel Core i7-1250U, 16GB RAM, SSD 1TB, 17 Full HD OLED, Windows 11, Preto - UX9702AA-MD026W;R$ 37.899,99
444;Notebook Vaio Fe15 AMD Ryzen 5-5500U, 8GB RAM, SSD 128GB, 15.6 Full HD, Windows 11 Home - Prata Titânio;R$ 4.499,00
445;Notebook Vaio Fe15 AMD Ryzen 7-5700U, 8GB RAM, SSD 128GB, 15.6 Full HD,  Windows 11 Home  - Prata Titânio;R$ 4.299,00
446;Notebook Lenovo Yoga Slim 9i 14´´ I7-1280p 16gb 512gb Ssd Placa De Vídeo Intel Iris® Xe W11 14´ 2.8k;R$ 12.319,12
447;Notebook Compaq 14.1p I3-6157u 4gb 120gbssd Linux - 3012102;R$ 2.364,52
448;Notebook Vaio FE14 VJFE43F11X-B0111H Intel Core i3;R$ 3.277,99
449;Notebook Acer Swift 3 Intel Evo i5, RAM 16GB, SSD 512GB, 14 Polegadas Full HD - Windows 11 Home;R$ 8.999,00
450;Notebook Lenovo Ideapad 3I Intel Core i3-1115g4, RAM 4GB, SSD 256GB NVMe, 15.6 polegadas Full HD, Linux, Prata - 82mds00300;R$ 2.974,99
451;Notebook Ultra, Tela 15 Full HD, Intel I5, 8GB, SSD 960GB, Windows 10 - Prata;R$ 4.224,49
452;Notebook Dell Intel I5 1135G7, Memória RAM 16GB, SSD 1TB, Tela 15.6'' Full Hd, Windows 11, Intel Iris Xe - I15-i1100;R$ 6.187,99
453;Notebook Gamer Acer Intel Core I7-11800H, 64GB, GTX 1650, SSD 1TB, Tela 17.3 IPS 144Hz, Windows 11 - An517-54-76eg;R$ 10.786,49
454;Notebook Gamer Acer An515-45-r0m5, Ryzen 7,RAM 16GB, RTX 3050, SSD 512GB, 15.6 Polegadas Full HD, Windows 11 home;R$ 8.117,49
455;Notebook Acer Aspire A515 - Intel Core I5, RAM 12GB, Geforce Mx350, SSD 256GB, 15,6 Polegadas Full HD, Silver, Windows 11;R$ 4.538,99
456;Notebook Gamer Acer An517 Intel Core I5, RAM 8GB, GTX 1650, SSD 512GB, 17.3 Polegadas Full HD, Windows 10;R$ 7.394,99
457;Notebook Asus K3500ph, Intel I5 11300h, 8GB RAM, SSD 1TB, Tela 15.6 Full HD, Geforce GTX 1650, Windows 11, Cool Silver;R$ 7.513,99
458;Notebook Vaio Fe15 AMD Ryzen 5-5500U, 8GB RAM, SSD 128GB, 15.6 Full HD, Linux - Prata Titânio;R$ 3.099,00
459;Notebook Gamer Lenovo Gaming3i, AMD Ryzent 7, Nvidia Gtx 1650, 8GB, 512GB SSD, Windows 11, Tela De 15,6 Polegadas- 82MJ0008;R$ 5.722,94
460;Notebook Dell I15-i1100 - I7 1165g7, 16GB RAM, SSD 256GB, Tela 15.6 Full HD, Intel Iris Xe, Win 10;R$ 6.672,49
461;"Notebook Lenovo Ultrafino Ideapad 3 Ryzen 7 5700u 8gb Ram Ssd 256gb Windows 11 Tela 15.6"" Prata - 82mf0004br";R$ 3.509,10
462;Notebook Vaio Fe14 Intel Core I7, 8gb, 1tb, Tela 14'' Full Hd, Windows 10 Home, Chumbo Escuro;R$ 7.299,99
463;Note Dell Lat 3410 14 I5-10210u Win 10 Pro 8gb 500gb 1 On-site;R$ 8.825,99
